"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","A_rude_sd","E_quiet_sd","C_lazy_sd","N_relaxed_sd","N_depressed_sd","E_outgoing_sd","A_kind_sd","C_reliable_sd","N_worried_sd"
"8",1,3,1,3,3,3,3,5,2,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,3,1,2,3,3,2,4,2,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,1,1,1,3,2,3,5,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",2,5,1,3,2,2,3,5,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,5,2,5,2,1,2,5,1,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,5,1,2,2,2,4,5,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1.31428571428571,5,1,3,2,1,2.88571428571429,4,2,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,5,3,5,2,3,3,4,2,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",2,5,1,2,1,2,3,5,4,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,4,1,4,3,3,3,4,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,5,1,2,5,1,2,5,4,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",2,1,1,3,1,4,3,5,2,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",2,1,1,3,4,3,3,5,4,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",3,5,1,2,2,2,2,5,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",2,5,1,2,3,2,2,5,4,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"8",1,5,1,1,3,1,2,5,3,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
